scene,PSNR,SSIM,SAM,ERGAS,RMSE,UIQI,SCC
lat26.5_lon71.0_20250131_T42RYQ_t067,30.122967,0.806620,1.900064,1.016492,0.031178,0.701194,0.836302
lat26.5_lon71.0_20250131_T42RYQ_t089,32.234993,0.869646,1.625611,0.844385,0.024448,0.783585,0.898761
lat26.5_lon71.0_20250131_T42RYQ_t100,29.647436,0.799396,1.936532,1.028514,0.032933,0.684402,0.807877
lat26.5_lon71.0_20250131_T42RYQ_t135,34.492183,0.904773,1.275645,0.785085,0.018853,0.814311,0.885064
lat26.5_lon71.0_20250131_T42RYQ_t158,30.649663,0.856687,1.647697,0.932388,0.029344,0.789746,0.872635
lat26.5_lon71.0_20250131_T42RYQ_t178,31.413189,0.828050,2.002942,1.010438,0.026875,0.694282,0.806714
lat27.0_lon13.5_20241001_T33RUL_t077,33.803338,0.885206,0.761935,0.572940,0.020410,0.766366,0.916403
lat27.0_lon13.5_20241001_T33RUL_t199,39.976781,0.955382,0.438255,0.310355,0.010027,0.804158,0.985108
lat27.5_lon112.0_20241201_T49RFL_t084,33.205960,0.823999,4.064655,4.474318,0.021863,0.614589,0.733367
lat28.6_lon77.2_20250531_T43RGM_t159,25.684322,0.671676,7.893741,4.171525,0.051974,0.513059,0.720796
lat29.5_lon34.0_20250731_T36RXT_t063,30.349079,0.898601,2.029814,1.031635,0.030377,0.886983,0.958385
lat29.5_lon34.0_20250731_T36RXT_t121,19.251875,0.436482,7.171274,2.922236,0.108995,0.362144,0.563788
lat29.5_lon34.0_20250731_T36RXT_t125,27.789110,0.804536,2.318043,1.360671,0.040789,0.765272,0.849175
lat29.5_lon34.0_20250731_T36RXT_t139,29.036026,0.796411,2.461441,1.208407,0.035334,0.748414,0.879197
lat29.5_lon34.0_20250731_T36RXT_t210,26.741488,0.716329,3.079159,1.433541,0.046018,0.646229,0.782261
lat30.05_lon2.88_20231203_T31RDP_t085,39.309808,0.939835,0.469795,0.441727,0.010827,0.643541,0.875788
lat30.05_lon2.88_20231203_T31RDP_t086,31.617229,0.784409,0.936101,0.789945,0.026251,0.531344,0.773798
lat30.05_lon2.88_20231203_T31RDP_t127,36.003560,0.889196,0.677220,0.479072,0.015842,0.689278,0.860367
lat30.05_lon2.88_20231203_T31RDP_t174,42.072990,0.959040,0.395380,0.212144,0.007877,0.779645,0.949389
lat30.05_lon2.88_20231203_T31RDP_t186,29.938824,0.845802,1.689087,0.924828,0.031846,0.675555,0.813378
lat30.05_lon2.88_20231203_T31RDP_t221,38.848734,0.944949,0.562496,0.372218,0.011417,0.829724,0.934653
lat30.05_lon31.25_20230626_T36RUU_t078,31.011327,0.848311,3.940225,2.658619,0.028147,0.772230,0.910502
lat30.05_lon31.25_20230626_T36RUU_t081,29.795598,0.814282,5.052364,3.340712,0.032376,0.758646,0.876901
lat30.05_lon31.25_20230626_T36RUU_t094,28.777286,0.811498,5.633103,4.219298,0.036403,0.768494,0.900224
lat30.05_lon31.25_20230626_T36RUU_t101,29.404278,0.853536,4.281427,3.303522,0.033868,0.816324,0.931647
