scene,PSNR,SSIM,SAM,ERGAS,RMSE,UIQI,SCC
lat21.0_lon17.5_20231203_T33QYD_t169,27.656311,0.766384,2.408558,1.894835,0.041418,0.652092,0.860063
lat22.5_lon78.0_20250129_T43QHE_t056,28.567147,0.820677,4.666623,2.368229,0.037294,0.648733,0.816981
lat22.5_lon78.0_20250129_T43QHE_t057,33.606579,0.879930,4.341849,2.281897,0.020877,0.583125,0.758451
lat22.5_lon78.0_20250129_T43QHE_t082,28.293104,0.779329,4.625578,2.470746,0.038490,0.614867,0.754467
lat22.5_lon78.0_20250129_T43QHE_t118,24.381762,0.732545,8.139692,4.383959,0.060383,0.654323,0.759389
lat23.0_lon88.0_20231227_T45QXF_t036,25.075806,0.768356,10.051731,4.691464,0.055745,0.673025,0.859475
lat23.0_lon88.0_20231227_T45QXF_t046,24.219835,0.687898,9.736201,4.725033,0.061519,0.606331,0.821007
lat23.0_lon88.0_20231227_T45QXF_t068,25.667078,0.763309,8.722583,4.170400,0.052077,0.664573,0.851179
lat23.0_lon88.0_20231227_T45QXF_t075,28.711904,0.841227,5.062384,2.164697,0.036678,0.747057,0.838660
lat23.0_lon88.0_20231227_T45QXF_t101,30.692962,0.873717,4.955449,2.109729,0.029198,0.777231,0.855590
lat23.0_lon88.0_20231227_T45QXF_t110,28.007628,0.819626,5.691083,2.433237,0.039776,0.723145,0.852305
lat23.5_lon58.5_20231226_T40QFL_t021,31.478037,0.835686,3.971822,2.695880,0.026675,0.721914,0.813404
lat23.5_lon58.5_20231226_T40QFL_t129,26.116653,0.663112,3.921886,3.291191,0.049450,0.540430,0.747444
lat23.5_lon58.5_20231226_T40QFL_t173,28.563529,0.742908,3.203372,2.265945,0.037310,0.632531,0.759382
lat23.5_lon58.5_20231226_T40QFL_t182,27.125743,0.677457,3.978213,3.024747,0.044026,0.565826,0.798179
lat23.5_lon69.5_20231003_T42QWL_t009,26.852448,0.842383,4.640202,2.030276,0.045434,0.781370,0.862784
lat23.5_lon69.5_20231003_T42QWL_t019,23.926485,0.728571,6.512846,3.072802,0.063632,0.670615,0.811251
lat26.0_lon-99.5_20230627_T14RMP_t013,23.427532,0.714926,7.960392,3.321584,0.067394,0.482992,0.637193
lat26.0_lon-99.5_20230627_T14RMP_t028,34.123080,0.938987,4.360632,1.931294,0.019672,0.876131,0.943749
lat26.5_lon71.0_20250131_T42RYQ_t013,28.020845,0.820905,2.903814,1.222930,0.039715,0.657108,0.806921
lat26.5_lon71.0_20250131_T42RYQ_t025,30.621389,0.813988,3.725786,1.667156,0.029440,0.612998,0.772632
lat26.5_lon71.0_20250131_T42RYQ_t050,24.877880,0.743822,6.117200,2.601871,0.057030,0.638895,0.823160
lat26.5_lon71.0_20250131_T42RYQ_t056,26.384067,0.749893,2.583573,1.665380,0.047951,0.640566,0.816098
lat26.5_lon71.0_20250131_T42RYQ_t059,26.503892,0.794125,3.991805,1.830215,0.047294,0.708795,0.843171
lat26.5_lon71.0_20250131_T42RYQ_t067,25.915288,0.748482,2.749558,1.578589,0.050610,0.636408,0.818237
lat26.5_lon71.0_20250131_T42RYQ_t089,26.307437,0.798863,2.528240,1.609531,0.048376,0.697295,0.867378
lat26.5_lon71.0_20250131_T42RYQ_t100,24.572255,0.788789,2.753234,1.770449,0.059073,0.672959,0.809820
lat26.5_lon71.0_20250131_T42RYQ_t135,28.486889,0.827639,4.343769,1.573751,0.037641,0.691466,0.817998
lat26.5_lon71.0_20250131_T42RYQ_t158,27.063920,0.786304,3.148919,1.428353,0.044341,0.704584,0.814880
lat26.5_lon71.0_20250131_T42RYQ_t178,27.008776,0.875237,4.389639,1.373413,0.044623,0.754149,0.852696
lat27.0_lon13.5_20241001_T33RUL_t077,27.198689,0.862946,1.843975,1.112352,0.043658,0.725480,0.902689
lat27.0_lon13.5_20241001_T33RUL_t199,33.471955,0.945848,1.384814,0.592130,0.021203,0.768596,0.979255
lat27.5_lon112.0_20241201_T49RFL_t084,33.178378,0.861968,8.841781,4.809075,0.021932,0.653891,0.759992
lat28.6_lon77.2_20250531_T43RGM_t159,27.840484,0.841838,5.841207,2.987370,0.040549,0.672537,0.771984
lat29.5_lon34.0_20250731_T36RXT_t063,27.936126,0.896432,2.330656,1.218635,0.040105,0.885075,0.958458
lat29.5_lon34.0_20250731_T36RXT_t121,24.052899,0.700167,2.913861,1.693425,0.062713,0.581663,0.755193
lat29.5_lon34.0_20250731_T36RXT_t125,27.114491,0.796820,2.126502,1.268434,0.044083,0.745787,0.834225
lat29.5_lon34.0_20250731_T36RXT_t139,28.291265,0.806207,1.925160,1.194814,0.038498,0.754974,0.891857
lat29.5_lon34.0_20250731_T36RXT_t210,26.253772,0.728389,2.320410,1.532696,0.048676,0.655931,0.789387
lat30.05_lon2.88_20231203_T31RDP_t085,32.745332,0.953262,2.035906,0.698754,0.023053,0.692737,0.874754
lat30.05_lon2.88_20231203_T31RDP_t086,34.676447,0.943483,1.297978,0.583548,0.018458,0.805742,0.868533
lat30.05_lon2.88_20231203_T31RDP_t127,30.867823,0.913166,1.899172,0.724408,0.028616,0.722698,0.865024
lat30.05_lon2.88_20231203_T31RDP_t174,36.125278,0.954023,1.000287,0.484871,0.015622,0.707032,0.928356
lat30.05_lon2.88_20231203_T31RDP_t186,27.140918,0.921700,2.140258,1.065226,0.043950,0.781989,0.887889
lat30.05_lon2.88_20231203_T31RDP_t221,30.735108,0.885636,2.150916,0.877057,0.029057,0.724751,0.892985
lat30.05_lon31.25_20230626_T36RUU_t078,26.288378,0.783169,8.394869,3.809110,0.048482,0.683711,0.861742
lat30.05_lon31.25_20230626_T36RUU_t081,26.440500,0.791017,7.844603,3.550122,0.047640,0.719604,0.865178
lat30.05_lon31.25_20230626_T36RUU_t094,26.861498,0.807204,7.453741,3.354420,0.045386,0.750268,0.897951
lat30.05_lon31.25_20230626_T36RUU_t101,24.920896,0.776123,8.783947,3.818931,0.056749,0.728670,0.896870
lat30.05_lon31.25_20230626_T36RUU_t113,26.607557,0.780147,7.749846,3.549140,0.046733,0.721293,0.890759
lat30.05_lon31.25_20230626_T36RUU_t151,29.368663,0.869986,5.754827,2.339448,0.034007,0.826568,0.939262
lat30.05_lon31.25_20230626_T36RUU_t207,32.962286,0.896205,1.478795,0.774120,0.022485,0.779053,0.910250
lat30.05_lon31.25_20230626_T36RUU_t209,29.819873,0.865184,2.694537,1.295848,0.032285,0.824116,0.924000
lat30.05_lon31.25_20230626_T36RUU_t239,30.088322,0.850305,3.343099,1.786274,0.031303,0.777544,0.940594
lat30.05_lon31.25_20230626_T36RUU_t242,29.608632,0.810817,2.839719,1.517348,0.033080,0.742769,0.864907
lat30.0_lon-9.5_20230804_T29RMP_t024,33.942807,0.953211,1.309626,0.662074,0.020084,0.788225,0.930675
lat30.0_lon-9.5_20230804_T29RMP_t052,30.924223,0.901652,2.003980,1.084828,0.028431,0.799807,0.940826
lat30.0_lon-9.5_20230804_T29RMP_t083,27.128951,0.804253,1.979883,1.395996,0.044010,0.668305,0.853406
lat30.5_lon74.5_20231203_T43RDP_t019,26.524167,0.848200,7.054402,2.894053,0.047184,0.813604,0.899144
lat30.5_lon74.5_20231203_T43RDP_t026,29.435051,0.856609,4.168517,2.085932,0.033748,0.762863,0.857388
lat30.5_lon74.5_20231203_T43RDP_t043,30.230915,0.876056,3.919457,1.894222,0.030793,0.797466,0.895137
lat30.5_lon74.5_20231203_T43RDP_t078,29.364846,0.837960,4.288744,2.164820,0.034022,0.739972,0.855255
lat30.87_lon31.32_20250623_T36RUV_t139,25.533101,0.757775,9.187442,4.505233,0.052887,0.686106,0.809327
lat31.0_lon47.0_20240403_T38RPV_t141,24.799879,0.728477,7.153076,5.132910,0.057545,0.425234,0.906168
lat31.0_lon47.0_20240403_T38RPV_t161,25.404352,0.785599,6.284313,2.784730,0.053676,0.718175,0.901615
lat31.0_lon47.0_20240403_T38RPV_t166,27.309259,0.873951,2.809657,1.544426,0.043106,0.845837,0.934958
lat31.5_lon-100.0_20241001_T14RMV_t024,24.847187,0.829775,5.121440,3.015718,0.057232,0.785707,0.864609
lat31.5_lon-100.0_20241001_T14RMV_t041,31.045553,0.921559,4.281296,1.845934,0.028036,0.873924,0.932136
lat31.5_lon37.0_20240823_T37RCQ_t025,31.613842,0.914657,1.410664,0.704686,0.026261,0.859419,0.963068
lat31.5_lon37.0_20240823_T37RCQ_t062,29.220636,0.872549,1.670005,0.933662,0.034591,0.790694,0.945377
lat31.5_lon37.0_20240823_T37RCQ_t105,31.373414,0.933772,1.819340,0.880174,0.026998,0.883556,0.967996
lat31.5_lon37.0_20240823_T37RCQ_t110,30.203644,0.889640,1.834521,0.915719,0.030890,0.862018,0.934554
lat31.5_lon37.0_20240823_T37RCQ_t123,29.576904,0.867276,2.184598,1.054413,0.033201,0.796097,0.917821
lat31.5_lon37.0_20240823_T37RCQ_t129,27.048337,0.846555,2.840668,1.386812,0.044420,0.824947,0.913284
lat31.5_lon37.0_20240823_T37RCQ_t146,30.749248,0.888839,1.892608,0.836175,0.029009,0.832291,0.935755
lat32.0_lon-113.0_20251129_T12SUA_t088,28.795865,0.812615,2.874056,1.988554,0.036325,0.719008,0.869378
lat32.0_lon-113.0_20251129_T12SUA_t119,28.411810,0.839749,2.951676,1.693592,0.037967,0.749276,0.954875
lat32.0_lon-113.0_20251129_T12SUA_t133,26.456267,0.726991,2.247251,1.829348,0.047554,0.657311,0.813773
lat32.0_lon-113.0_20251129_T12SUA_t140,26.900824,0.729748,3.447970,2.284829,0.045181,0.635477,0.897520
lat32.0_lon-113.0_20251129_T12SUA_t163,30.338000,0.896310,1.918051,1.009581,0.030416,0.856218,0.960082
lat32.0_lon35.8_20240803_T37SBR_t031,33.818461,0.932176,1.943981,0.959871,0.020374,0.883649,0.959398
lat32.0_lon35.8_20240803_T37SBR_t043,35.992138,0.920299,1.900960,0.943929,0.015863,0.815687,0.924806
lat32.0_lon35.8_20240803_T37SBR_t045,33.708739,0.928248,1.541341,0.703271,0.020633,0.857601,0.948934
lat32.0_lon35.8_20240803_T37SBR_t057,31.216651,0.872095,1.857113,1.111608,0.027490,0.828222,0.887649
lat32.0_lon35.8_20240803_T37SBR_t095,31.657142,0.883621,1.882087,1.008960,0.026130,0.822468,0.926637
lat32.0_lon35.8_20240803_T37SBR_t130,31.774620,0.849923,1.848224,1.153466,0.025779,0.762137,0.928265
lat32.0_lon35.8_20240803_T37SBR_t131,33.712136,0.888665,1.572826,0.878330,0.020625,0.786199,0.935292
lat32.0_lon35.8_20240803_T37SBR_t133,34.905935,0.916114,1.746644,0.950647,0.017976,0.848595,0.950687
lat32.0_lon58.5_20231204_T40SFA_t062,29.242911,0.860082,2.178861,1.492878,0.034503,0.762050,0.864055
lat32.0_lon58.5_20231204_T40SFA_t155,32.832405,0.937350,1.549389,0.969633,0.022823,0.852546,0.962931
