scene,PSNR,SSIM,SAM,ERGAS,RMSE,UIQI,SCC
lat14.5_lon33.5_20251024_T36PWB_t085,32.218079,0.888342,2.163663,1.331270,0.024496,0.804615,0.893123
lat14.5_lon33.5_20251024_T36PWB_t097,33.976188,0.931839,1.942853,1.204818,0.020007,0.880001,0.953789
lat17.0_lon95.5_20251224_T46QGD_t163,30.441286,0.876796,3.550733,1.837514,0.030056,0.808720,0.929887
lat17.0_lon95.5_20251224_T46QGD_t200,30.676595,0.886887,4.154310,2.332675,0.029253,0.831410,0.948782
lat17.0_lon95.5_20251224_T46QGD_t278,29.643627,0.890620,4.401736,3.161062,0.032947,0.799117,0.859222
lat18.0_lon33.0_20231202_T36QWF_t104,39.724939,0.969524,0.402048,0.299146,0.010322,0.911311,0.976906
lat18.0_lon33.0_20231202_T36QWF_t106,37.690838,0.955789,0.471292,0.356406,0.013045,0.883899,0.976041
lat19.4_lon-99.1_20260221_T14QMG_t039,34.900859,0.900783,1.398147,1.354385,0.017987,0.815935,0.918219
lat19.4_lon-99.1_20260221_T14QMG_t045,39.850886,0.949972,1.656490,1.731032,0.010173,0.856039,0.919046
lat19.4_lon-99.1_20260221_T14QMG_t071,34.514609,0.890701,1.967121,1.610048,0.018805,0.763582,0.884182
lat21.0_lon17.5_20231203_T33QYD_t072,34.189321,0.926246,0.862238,0.829818,0.019522,0.863035,0.974759
lat21.0_lon17.5_20231203_T33QYD_t169,27.438316,0.788991,0.963548,1.938436,0.042470,0.678200,0.843334
lat22.5_lon78.0_20250129_T43QHE_t056,31.488659,0.847124,1.200379,1.502425,0.026642,0.680445,0.825042
lat22.5_lon78.0_20250129_T43QHE_t057,36.090215,0.908505,1.139077,1.530032,0.015685,0.660886,0.787218
lat22.5_lon78.0_20250129_T43QHE_t082,29.112575,0.815952,1.560582,1.965560,0.035024,0.667187,0.740450
lat22.5_lon78.0_20250129_T43QHE_t118,31.765451,0.898197,2.427314,1.743757,0.025806,0.840683,0.909295
lat23.0_lon88.0_20231227_T45QXF_t036,31.123703,0.871550,3.379378,2.469533,0.027785,0.791786,0.913140
lat23.0_lon88.0_20231227_T45QXF_t046,31.053080,0.874701,3.608886,2.794925,0.028012,0.800949,0.910375
lat23.0_lon88.0_20231227_T45QXF_t068,32.716989,0.895631,2.512177,1.906487,0.023129,0.798070,0.941107
lat23.0_lon88.0_20231227_T45QXF_t075,31.785096,0.874224,2.134648,1.408708,0.025748,0.781231,0.863501
lat23.0_lon88.0_20231227_T45QXF_t101,34.200130,0.893394,2.162202,1.374466,0.019498,0.800833,0.899509
lat23.0_lon88.0_20231227_T45QXF_t110,32.073059,0.863881,2.363162,1.461547,0.024908,0.778496,0.912463
lat23.5_lon58.5_20231226_T40QFL_t021,32.093673,0.871103,1.886375,2.509951,0.024849,0.779218,0.832720
lat23.5_lon58.5_20231226_T40QFL_t129,25.975906,0.692534,1.600783,3.375744,0.050258,0.575532,0.735901
lat23.5_lon58.5_20231226_T40QFL_t173,29.276266,0.768679,1.356936,2.087202,0.034371,0.669074,0.757438
lat23.5_lon58.5_20231226_T40QFL_t182,27.839046,0.708789,1.898699,2.784311,0.040555,0.599707,0.807177
lat23.5_lon69.5_20231003_T42QWL_t009,34.502415,0.940872,1.447504,0.828044,0.018831,0.912137,0.938782
lat23.5_lon69.5_20231003_T42QWL_t019,33.870678,0.932768,1.693121,1.053259,0.020252,0.905333,0.950249
lat26.0_lon-99.5_20230627_T14RMP_t013,30.556377,0.794981,1.045735,1.522494,0.029661,0.568490,0.680769
lat26.0_lon-99.5_20230627_T14RMP_t028,41.167895,0.969001,1.418098,1.047900,0.008742,0.936511,0.972237
lat26.5_lon71.0_20250131_T42RYQ_t013,33.411048,0.887948,0.893980,0.648391,0.021352,0.752600,0.850956
lat26.5_lon71.0_20250131_T42RYQ_t025,34.756697,0.880186,1.422857,1.010058,0.018288,0.702851,0.808534
lat26.5_lon71.0_20250131_T42RYQ_t050,31.368196,0.881422,2.307143,1.305453,0.027014,0.799332,0.919251
lat26.5_lon71.0_20250131_T42RYQ_t056,31.215713,0.824909,1.265793,0.955674,0.027493,0.714482,0.831554
lat26.5_lon71.0_20250131_T42RYQ_t059,31.939186,0.884426,1.498678,0.950101,0.025295,0.817555,0.907195
lat26.5_lon71.0_20250131_T42RYQ_t067,30.983731,0.833314,1.149110,0.880143,0.028237,0.728084,0.849687
lat26.5_lon71.0_20250131_T42RYQ_t089,32.232890,0.868664,1.071232,0.856853,0.024454,0.779123,0.886408
lat26.5_lon71.0_20250131_T42RYQ_t100,33.062685,0.879505,0.942763,0.705863,0.022226,0.784412,0.862840
lat26.5_lon71.0_20250131_T42RYQ_t135,34.178295,0.889630,1.183228,0.826222,0.019547,0.782072,0.862311
lat26.5_lon71.0_20250131_T42RYQ_t158,31.163429,0.863238,1.132415,0.869565,0.027658,0.798099,0.870372
lat26.5_lon71.0_20250131_T42RYQ_t178,35.310850,0.916502,0.842720,0.585627,0.017158,0.822369,0.877930
lat27.0_lon13.5_20241001_T33RUL_t077,33.670622,0.889797,0.411644,0.573506,0.020724,0.771835,0.914981
lat27.0_lon13.5_20241001_T33RUL_t199,39.772782,0.957713,0.364616,0.307923,0.010265,0.815656,0.984600
lat27.5_lon112.0_20241201_T49RFL_t084,35.656695,0.891177,2.008418,2.973071,0.016488,0.704348,0.761049
lat28.6_lon77.2_20250531_T43RGM_t159,32.115461,0.861930,1.746092,1.785399,0.024787,0.721393,0.793938
lat29.5_lon34.0_20250731_T36RXT_t063,33.078690,0.948269,0.885020,0.730073,0.022185,0.942051,0.978369
lat29.5_lon34.0_20250731_T36RXT_t121,31.019529,0.781242,0.610041,0.837629,0.028121,0.646384,0.788313
lat29.5_lon34.0_20250731_T36RXT_t125,31.570016,0.874722,0.733656,0.813283,0.026394,0.836116,0.887736
lat29.5_lon34.0_20250731_T36RXT_t139,31.973394,0.873662,0.782847,0.826406,0.025196,0.828580,0.927919
lat29.5_lon34.0_20250731_T36RXT_t210,30.648096,0.825144,0.872118,0.955312,0.029349,0.746829,0.856350
lat30.05_lon2.88_20231203_T31RDP_t085,39.737344,0.963827,0.315244,0.334604,0.010307,0.751801,0.881985
lat30.05_lon2.88_20231203_T31RDP_t086,36.382736,0.957848,0.303597,0.471352,0.015166,0.858888,0.855421
lat30.05_lon2.88_20231203_T31RDP_t127,36.920486,0.940254,0.374529,0.389023,0.014255,0.797280,0.858976
lat30.05_lon2.88_20231203_T31RDP_t174,41.904821,0.963761,0.331744,0.219703,0.008031,0.779132,0.935574
lat30.05_lon2.88_20231203_T31RDP_t186,33.553979,0.937975,0.448095,0.555150,0.021004,0.831312,0.894432
lat30.05_lon2.88_20231203_T31RDP_t221,38.910789,0.956726,0.435701,0.340747,0.011336,0.857797,0.933000
lat30.05_lon31.25_20230626_T36RUU_t078,31.763248,0.875705,2.864831,2.030869,0.025813,0.792374,0.925384
lat30.05_lon31.25_20230626_T36RUU_t081,32.066019,0.893952,2.604147,1.880925,0.024929,0.847526,0.931992
lat30.05_lon31.25_20230626_T36RUU_t094,31.860414,0.902214,2.846179,1.875754,0.025526,0.859406,0.952986
lat30.05_lon31.25_20230626_T36RUU_t101,30.339190,0.880290,2.888939,2.124200,0.030412,0.845635,0.948078
lat30.05_lon31.25_20230626_T36RUU_t113,32.778486,0.905291,2.340339,1.708654,0.022965,0.866846,0.951431
lat30.05_lon31.25_20230626_T36RUU_t151,32.462443,0.922401,2.812138,1.698503,0.023816,0.892708,0.961495
lat30.05_lon31.25_20230626_T36RUU_t207,35.362203,0.940256,0.696308,0.602962,0.017056,0.857708,0.932205
lat30.05_lon31.25_20230626_T36RUU_t209,33.155289,0.918575,1.396203,0.889935,0.021991,0.887797,0.951342
lat30.05_lon31.25_20230626_T36RUU_t239,32.948309,0.899994,2.294540,1.349947,0.022521,0.841378,0.953906
lat30.05_lon31.25_20230626_T36RUU_t242,31.781414,0.858660,1.779985,1.243676,0.025759,0.799767,0.898265
lat30.0_lon-9.5_20230804_T29RMP_t024,42.308261,0.974998,0.377871,0.302535,0.007666,0.871805,0.947521
lat30.0_lon-9.5_20230804_T29RMP_t052,37.628938,0.951994,0.878298,0.562374,0.013139,0.896156,0.969320
lat30.0_lon-9.5_20230804_T29RMP_t083,29.495589,0.811618,0.592712,1.103165,0.033514,0.684782,0.841682
lat30.5_lon74.5_20231203_T43RDP_t019,32.957458,0.931788,2.478317,1.407430,0.022497,0.911585,0.966568
lat30.5_lon74.5_20231203_T43RDP_t026,34.477621,0.905395,1.904588,1.176080,0.018885,0.823165,0.876993
lat30.5_lon74.5_20231203_T43RDP_t043,36.006959,0.931978,1.783553,1.030378,0.015836,0.868573,0.929592
lat30.5_lon74.5_20231203_T43RDP_t078,34.106179,0.904080,1.950790,1.290954,0.019710,0.829666,0.884868
lat30.87_lon31.32_20250623_T36RUV_t139,28.229098,0.817954,4.006186,3.443296,0.038774,0.762606,0.845975
lat31.0_lon47.0_20240403_T38RPV_t141,27.112238,0.645965,1.968217,3.798345,0.044095,0.275393,0.818049
lat31.0_lon47.0_20240403_T38RPV_t161,26.338507,0.794396,2.294704,2.552400,0.048203,0.732866,0.858787
lat31.0_lon47.0_20240403_T38RPV_t166,28.248761,0.893601,1.340771,1.401856,0.038687,0.869060,0.927817
lat31.5_lon-100.0_20241001_T14RMV_t024,26.591475,0.868361,1.872944,2.335603,0.046819,0.829722,0.854222
lat31.5_lon-100.0_20241001_T14RMV_t041,36.767301,0.952025,1.012592,0.926078,0.014509,0.920261,0.954824
lat31.5_lon37.0_20240823_T37RCQ_t025,33.872669,0.941101,0.554676,0.587579,0.020247,0.903637,0.974479
lat31.5_lon37.0_20240823_T37RCQ_t062,32.655415,0.920560,0.523346,0.630370,0.023293,0.867311,0.960995
lat31.5_lon37.0_20240823_T37RCQ_t105,39.414039,0.970731,0.503541,0.386582,0.010698,0.945923,0.983390
lat31.5_lon37.0_20240823_T37RCQ_t110,33.007965,0.927277,0.857183,0.684617,0.022367,0.908708,0.954625
lat31.5_lon37.0_20240823_T37RCQ_t123,39.624419,0.974527,0.480587,0.365272,0.010442,0.953132,0.977982
lat31.5_lon37.0_20240823_T37RCQ_t129,30.053348,0.901609,1.345955,1.011942,0.031429,0.887182,0.943685
lat31.5_lon37.0_20240823_T37RCQ_t146,34.915376,0.947099,0.760066,0.536382,0.017957,0.918254,0.962271
lat32.0_lon-113.0_20251129_T12SUA_t088,29.420073,0.878609,0.944662,1.863421,0.033806,0.812753,0.869124
lat32.0_lon-113.0_20251129_T12SUA_t119,30.294158,0.891438,1.026792,1.354499,0.030570,0.816422,0.961999
lat32.0_lon-113.0_20251129_T12SUA_t133,26.717193,0.739792,0.897882,1.765187,0.046147,0.665674,0.798431
lat32.0_lon-113.0_20251129_T12SUA_t140,26.393440,0.740248,0.933337,2.413336,0.047899,0.641565,0.874370
lat32.0_lon-113.0_20251129_T12SUA_t163,34.334461,0.935141,0.654700,0.653203,0.019199,0.908267,0.973264
lat32.0_lon35.8_20240803_T37SBR_t031,37.588849,0.962160,0.707442,0.686323,0.013200,0.935859,0.977978
lat32.0_lon35.8_20240803_T37SBR_t043,39.504470,0.957701,0.817059,0.698863,0.010587,0.896673,0.956882
lat32.0_lon35.8_20240803_T37SBR_t045,38.235596,0.959906,0.625622,0.444838,0.012252,0.914924,0.970060
lat32.0_lon35.8_20240803_T37SBR_t057,33.011056,0.904027,0.759928,0.909720,0.022359,0.869395,0.908469
lat32.0_lon35.8_20240803_T37SBR_t095,34.652613,0.919972,0.834960,0.733802,0.018508,0.874089,0.948793
lat32.0_lon35.8_20240803_T37SBR_t130,32.683315,0.875137,0.885206,1.063508,0.023219,0.794742,0.932855
lat32.0_lon35.8_20240803_T37SBR_t131,35.769324,0.913871,0.747175,0.720648,0.016275,0.828361,0.953051
lat32.0_lon35.8_20240803_T37SBR_t133,37.717159,0.949112,0.778930,0.714906,0.013006,0.904306,0.967834
lat32.0_lon58.5_20231204_T40SFA_t062,29.708917,0.886076,0.883337,1.427338,0.032700,0.829789,0.856077
lat32.0_lon58.5_20231204_T40SFA_t155,37.597186,0.964781,0.648608,0.591506,0.013187,0.914141,0.974296
lat32.0_lon58.5_20231204_T40SFA_t191,39.452619,0.983886,0.302787,0.422898,0.010650,0.847497,0.972021
lat32.5_lon-106.5_20231204_T13SCR_t109,36.218463,0.940162,0.459736,0.542629,0.015455,0.893126,0.970365
lat32.5_lon44.5_20250801_T38SMB_t102,35.798246,0.931404,1.527093,1.009822,0.016221,0.880079,0.942233
lat32.5_lon44.5_20250801_T38SMB_t155,39.043896,0.959066,0.715060,0.368597,0.011164,0.906869,0.955528
lat33.0_lon-115.5_20260130_T11SPS_t080,28.507849,0.783845,1.022172,2.036412,0.037550,0.670747,0.788714
lat33.0_lon-115.5_20260130_T11SPS_t081,32.140946,0.865999,1.089373,2.109783,0.024715,0.723526,0.797224
lat33.0_lon-115.5_20260130_T11SPS_t127,35.648632,0.907589,0.472857,0.510218,0.016503,0.837087,0.926521
lat33.0_lon-115.5_20260130_T11SPS_t147,27.894407,0.721286,0.426227,1.418175,0.040298,0.486643,0.823228
lat33.0_lon-115.5_20260130_T11SPS_t245,29.493731,0.902830,2.410250,2.622639,0.033521,0.857401,0.884765
lat33.0_lon-4.5_20231025_T30SUB_t091,27.835161,0.875938,0.857335,1.810906,0.040573,0.819816,0.919185
