scene,PSNR,SSIM,SAM,ERGAS,RMSE,UIQI,SCC
lat31.5_lon37.0_20240823_T37RCQ_t062,33.092163,0.934009,0.435991,0.584474,0.022151,0.890056,0.966214
lat31.5_lon37.0_20240823_T37RCQ_t105,39.841163,0.975599,0.483437,0.366155,0.010185,0.953126,0.984929
lat31.5_lon37.0_20240823_T37RCQ_t110,35.052293,0.955161,0.700360,0.516346,0.017676,0.939784,0.972104
lat31.5_lon37.0_20240823_T37RCQ_t123,39.309979,0.976523,0.436397,0.366683,0.010827,0.956418,0.981069
lat31.5_lon37.0_20240823_T37RCQ_t129,30.686205,0.923330,1.372536,0.915932,0.029221,0.909211,0.953405
lat31.5_lon37.0_20240823_T37RCQ_t146,35.589462,0.967103,0.724193,0.486313,0.016616,0.946175,0.975834
lat32.0_lon-113.0_20251129_T12SUA_t088,29.617636,0.877721,0.785907,1.806973,0.033046,0.810908,0.876254
lat32.0_lon-113.0_20251129_T12SUA_t119,29.954297,0.865980,0.963329,1.387990,0.031790,0.762896,0.959215
lat32.0_lon-113.0_20251129_T12SUA_t133,26.223593,0.696189,0.767589,1.847855,0.048845,0.620469,0.780629
lat32.0_lon-113.0_20251129_T12SUA_t140,27.729938,0.793067,0.879545,2.056874,0.041068,0.707829,0.907820
lat32.0_lon-113.0_20251129_T12SUA_t163,34.607945,0.941001,0.612748,0.621405,0.018604,0.912591,0.975249
lat32.0_lon35.8_20240803_T37SBR_t031,38.414678,0.972793,0.527656,0.563071,0.012002,0.951245,0.983204
lat32.0_lon35.8_20240803_T37SBR_t043,40.505117,0.970665,0.741287,0.597332,0.009435,0.923413,0.962748
lat32.0_lon35.8_20240803_T37SBR_t045,38.371667,0.969655,0.573736,0.424108,0.012062,0.933861,0.975534
lat32.0_lon35.8_20240803_T37SBR_t057,33.026239,0.900299,0.649795,0.894637,0.022320,0.857149,0.905035
lat32.0_lon35.8_20240803_T37SBR_t095,35.359620,0.934470,0.769842,0.669232,0.017062,0.891965,0.956623
lat32.0_lon35.8_20240803_T37SBR_t130,33.776556,0.892771,0.746695,0.916420,0.020473,0.812391,0.945376
lat32.0_lon35.8_20240803_T37SBR_t131,36.524802,0.925931,0.615467,0.634874,0.014920,0.837951,0.960224
lat32.0_lon35.8_20240803_T37SBR_t133,37.727951,0.956964,0.753675,0.707604,0.012990,0.915892,0.967700
lat32.0_lon58.5_20231204_T40SFA_t062,30.796407,0.903616,0.818029,1.240537,0.028852,0.834257,0.888379
lat32.0_lon58.5_20231204_T40SFA_t155,37.878386,0.968269,0.533487,0.560557,0.012767,0.916288,0.978462
lat32.0_lon58.5_20231204_T40SFA_t191,38.898433,0.982209,0.251021,0.448544,0.011352,0.832811,0.974173
lat32.5_lon-106.5_20231204_T13SCR_t109,36.445233,0.944867,0.434276,0.526112,0.015057,0.898798,0.971893
lat32.5_lon44.5_20250801_T38SMB_t102,36.669193,0.948737,1.312779,0.926767,0.014674,0.900713,0.956956
lat32.5_lon44.5_20250801_T38SMB_t155,39.934143,0.968348,0.522329,0.310389,0.010076,0.921548,0.969259
lat33.0_lon-115.5_20260130_T11SPS_t080,29.054753,0.783382,0.998148,1.906757,0.035258,0.660480,0.812235
lat33.0_lon-115.5_20260130_T11SPS_t081,32.055352,0.841767,0.971851,2.127248,0.024959,0.671796,0.793101
lat33.0_lon-115.5_20260130_T11SPS_t127,36.317238,0.917618,0.413349,0.470667,0.015281,0.844699,0.933066
lat33.0_lon-115.5_20260130_T11SPS_t147,30.066566,0.796615,0.422402,1.108638,0.031381,0.588876,0.889945
lat33.0_lon-115.5_20260130_T11SPS_t245,30.023305,0.847891,2.572040,2.423662,0.031538,0.768151,0.882690
