lat-15.8_lon-69.8_20241031_T19LDC_t068,0.63
lat-15.8_lon-69.8_20241031_T19LDC_t102,0.11
lat-15.8_lon-69.8_20241031_T19LDC_t116,0.10
lat-20.0_lon-67.5_20231128_T19KFT_t002,0.11
lat-20.45_lon24.81_20250830_T35KKT_t069,0.14
lat-20.45_lon24.81_20250830_T35KKT_t129,0.10
lat-21.0_lon14.5_20250124_T33KVS_t113,0.11
lat-32.5_lon22.0_20240125_T34HEK_t167,0.08
lat12.5_lon75.5_20251224_T43PEP_t147,0.19
lat12.5_lon75.5_20251224_T43PEP_t198,0.13
lat13.0_lon104.0_20251225_T48PUV_t116,0.07
lat19.5_lon-155.5_20250425_T5QKB_t013,0.07
lat19.5_lon-155.5_20250425_T5QKB_t037,0.07
lat19.5_lon-155.5_20250425_T5QKB_t054,0.07
lat19.5_lon-155.5_20250425_T5QKB_t055,0.08
lat19.5_lon-155.5_20250425_T5QKB_t104,0.08
lat23.0_lon57.5_20260129_T40QEL_t196,0.11
lat23.0_lon57.5_20260129_T40QEL_t202,0.08
lat23.0_lon57.5_20260129_T40QEL_t215,0.07
lat23.0_lon57.5_20260129_T40QEL_t217,0.07
lat28.0_lon-113.5_20230625_T12RTR_t070,0.08
lat28.0_lon-113.5_20230625_T12RTR_t120,0.08
lat30.05_lon31.25_20230626_T36RUU_t111,0.07
lat30.0_lon-9.5_20230804_T29RMP_t039,0.07
lat30.0_lon-9.5_20230804_T29RMP_t111,0.08
lat30.0_lon-9.5_20230804_T29RMP_t139,0.12
lat31.5_lon-100.0_20241001_T14RMV_t018,0.08
lat31.5_lon-100.0_20241001_T14RMV_t031,0.08
lat31.5_lon-100.0_20241001_T14RMV_t039,0.07
lat31.5_lon-6.5_20230824_T29RQQ_t089,0.07
lat31.5_lon35.5_20240803_T36SYA_t166,0.07
lat32.0_lon35.8_20240803_T36SYA_t197,0.07
lat33.45_lon-112.0_20231023_T12SUC_t092,0.08
lat33.45_lon-112.0_20231023_T12SUC_t104,0.09
lat34.5_lon-118.5_20250801_T11SLU_t045,0.08
lat34.5_lon-118.5_20250801_T11SLU_t064,0.07
lat34.5_lon-118.5_20250801_T11SLU_t152,0.07
lat34.5_lon-118.5_20250801_T11SLU_t188,0.09
lat34.5_lon-118.5_20250801_T11SLU_t220,0.07
lat35.68_lon139.75_20251201_T54SUE_t147,0.07
lat35.68_lon139.75_20251201_T54SUE_t163,0.08
